Year,Month,Day,Hour,Minute,DHI,DNI,Dew Point,Surface Albedo,Wind Speed,Temperature,Pressure,,,Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Dew Point Units,DHI Units,DNI Units,GHI Units,Temperature Units,Pressure Units,Wind Direction Units,Wind Speed,Surface Albedo Units,Version
2019,1,1,0,30,0,0,-5.8,0.14,0.8,3,1006,N/A,,NSRDB,112304,-,-,-,36.85,-120.46,-8,40,-8,c,w/m2,w/m2,w/m2,c,mbar,Degrees,m/s,N/A,3.2.0
2019,1,1,1,30,0,0,-6.4,0.14,0.6,2.9,1006,N/A,,,,,,,,,,,,,,,,,,,,,
2019,1,1,2,30,0,0,-7,0.14,0.6,2.4,1007,N/A,,,,,,,,,,,,,,,,,,,,,
2019,1,1,3,30,0,0,-7.3,0.14,1,1.6,1007,N/A,,DHI,DNI,DNI/DHI,,,,,,,,,,,,,,,,,
2019,1,1,4,30,0,0,-7.7,0.14,1.1,1.2,1008,N/A,,53.37808219,285.8663242,5.355500094,,,,,,,,,,,,,,,,,
2019,1,1,5,30,0,0,-8.3,0.14,1,1.1,1009,N/A,,,,over 6000?,sum,,,,,,,,,,,,,,,,
2019,1,1,6,30,0,0,-8.6,0.14,0.9,1.3,1010,N/A,,5742,,0,240,,,,,,,,,,,,,,,,
2019,1,1,7,30,8,31,-8.5,0.14,0.7,2.8,1011,N/A,,6410,,1,,,,,,,,,,,,,,,,,
2019,1,1,8,30,46,516,-5.5,0.14,1.1,5.4,1012,N/A,,5931,,0,,,,,,,,,,,,,,,,,
2019,1,1,9,30,57,862,-7.8,0.14,1.6,8,1012,N/A,,5153,,0,,,,,,,,,,,,,,,,,
2019,1,1,10,30,71,911,-8.9,0.14,1.5,10,1012,N/A,,179,,0,,,,,,,,,,,,,,,,,
2019,1,1,11,30,74,928,-9.2,0.14,1.5,11.2,1011,N/A,,175,,0,,,,,,,,,,,,,,,,,
2019,1,1,12,30,88,877,-9,0.14,1.7,11.8,1010,N/A,,1909,,0,,,,,,,,,,,,,,,,,
2019,1,1,13,30,100,761,-8.6,0.14,2.2,12,1010,N/A,,1966,,0,,,,,,,,,,,,,,,,,
2019,1,1,14,30,114,407,-8,0.14,2.1,11.3,1010,N/A,,412,,0,,,,,,,,,,,,,,,,,
2019,1,1,15,30,80,247,-5.5,0.14,1.9,10.7,1010,N/A,,3743,,0,,,,,,,,,,,,,,,,,
2019,1,1,16,30,24,202,-2.4,0.14,1.2,5.8,1011,N/A,,1207,,0,,,,,,,,,,,,,,,,,
2019,1,1,17,30,0,0,-4,0.14,1.3,4.9,1011,N/A,,3876,,0,,,,,,,,,,,,,,,,,
2019,1,1,18,30,0,0,-4.2,0.14,1.2,4.8,1012,N/A,,3701,,0,,,,,,,,,,,,,,,,,
2019,1,1,19,30,0,0,-4.4,0.14,1.2,4.7,1012,N/A,,88,,0,,,,,,,,,,,,,,,,,
2019,1,1,20,30,0,0,-4.7,0.14,1.2,4.7,1012,N/A,,8,,0,,,,,,,,,,,,,,,,,
2019,1,1,21,30,0,0,-5.1,0.14,1.1,4.7,1011,N/A,,646,,0,,,,,,,,,,,,,,,,,
2019,1,1,22,30,0,0,-5.4,0.14,1,4.6,1011,N/A,,1033,,0,,,,,,,,,,,,,,,,,
2019,1,1,23,30,0,0,-5.6,0.14,0.9,4.3,1011,N/A,,3222,,0,,,,,,,,,,,,,,,,,
2019,1,2,0,30,0,0,-5.8,0.14,0.9,3.9,1011,N/A,,4559,,0,,,,,,,,,,,,,,,,,
2019,1,2,1,30,0,0,-5.9,0.14,0.9,3.4,1011,N/A,,2261,,0,,,,,,,,,,,,,,,,,
2019,1,2,2,30,0,0,-6.1,0.14,1,2.9,1011,N/A,,6379,,1,,,,,,,,,,,,,,,,,
2019,1,2,3,30,0,0,-6.3,0.14,1,2.5,1011,N/A,,5388,,0,,,,,,,,,,,,,,,,,
2019,1,2,4,30,0,0,-6.5,0.14,1,2.3,1011,N/A,,6474,,1,,,,,,,,,,,,,,,,,
2019,1,2,5,30,0,0,-6.7,0.14,0.8,2.3,1011,N/A,,6543,,1,,,,,,,,,,,,,,,,,
2019,1,2,6,30,0,0,-6.8,0.14,0.6,2.5,1012,N/A,,6184,,1,,,,,,,,,,,,,,,,,
2019,1,2,7,30,8,20,-6.2,0.14,0.5,3.7,1012,N/A,,4045,,0,,,,,,,,,,,,,,,,,
2019,1,2,8,30,48,492,-3.6,0.14,0.6,5.9,1013,N/A,,5361,,0,,,,,,,,,,,,,,,,,
2019,1,2,9,30,62,792,-4.6,0.14,0.8,8.3,1013,N/A,,1920,,0,,,,,,,,,,,,,,,,,
2019,1,2,10,30,73,856,-4.5,0.14,0.9,10.4,1012,N/A,,1352,,0,,,,,,,,,,,,,,,,,
2019,1,2,11,30,77,889,-4.3,0.14,1.1,11.7,1011,N/A,,4835,,0,,,,,,,,,,,,,,,,,
2019,1,2,12,30,81,880,-3.6,0.14,1,12.3,1011,N/A,,4192,,0,,,,,,,,,,,,,,,,,
2019,1,2,13,30,82,836,-3.1,0.14,0.7,12.5,1010,N/A,,8141,,1,,,,,,,,,,,,,,,,,
2019,1,2,14,30,74,768,-2.7,0.14,0.4,12,1010,N/A,,297,,0,,,,,,,,,,,,,,,,,
2019,1,2,15,30,58,620,-1.5,0.14,0.2,11.6,1010,N/A,,7563,,1,,,,,,,,,,,,,,,,,
2019,1,2,16,30,28,257,-0.7,0.14,0.3,8.7,1011,N/A,,3987,,0,,,,,,,,,,,,,,,,,
2019,1,2,17,30,0,0,-2,0.14,0.3,7.8,1011,N/A,,6985,,1,,,,,,,,,,,,,,,,,
2019,1,2,18,30,0,0,-2.1,0.14,0.3,7.3,1011,N/A,,6,,0,,,,,,,,,,,,,,,,,
2019,1,2,19,30,0,0,-2,0.14,0.3,6.9,1012,N/A,,839,,0,,,,,,,,,,,,,,,,,
2019,1,2,20,30,0,0,-2,0.14,0.5,6.4,1011,N/A,,29,,0,,,,,,,,,,,,,,,,,
2019,1,2,21,30,0,0,-2.1,0.14,0.7,5.9,1011,N/A,,1423,,0,,,,,,,,,,,,,,,,,
2019,1,2,22,30,0,0,-2,0.14,0.8,5.5,1011,N/A,,5467,,0,,,,,,,,,,,,,,,,,
2019,1,2,23,30,0,0,-1.9,0.14,0.9,5,1011,N/A,,4537,,0,,,,,,,,,,,,,,,,,
2019,1,3,0,30,0,0,-1.9,0.14,0.8,4.5,1011,N/A,,4939,,0,,,,,,,,,,,,,,,,,
2019,1,3,1,30,0,0,-2.1,0.14,0.7,4.4,1011,N/A,,7767,,1,,,,,,,,,,,,,,,,,
2019,1,3,2,30,0,0,-2.2,0.14,0.6,4.3,1011,N/A,,4195,,0,,,,,,,,,,,,,,,,,
2019,1,3,3,30,0,0,-2.4,0.14,0.6,4.2,1010,N/A,,159,,0,,,,,,,,,,,,,,,,,
2019,1,3,4,30,0,0,-2.6,0.14,0.6,4,1010,N/A,,7377,,1,,,,,,,,,,,,,,,,,
2019,1,3,5,30,0,0,-2.7,0.14,0.6,3.8,1010,N/A,,4734,,0,,,,,,,,,,,,,,,,,
2019,1,3,6,30,0,0,-2.9,0.14,0.7,3.7,1011,N/A,,1559,,0,,,,,,,,,,,,,,,,,
2019,1,3,7,30,9,20,-2.8,0.14,0.7,4.7,1011,N/A,,7484,,1,,,,,,,,,,,,,,,,,
2019,1,3,8,30,55,409,-0.5,0.14,0.7,7,1012,N/A,,5336,,0,,,,,,,,,,,,,,,,,
2019,1,3,9,30,72,738,-1.2,0.14,1,9.7,1011,N/A,,8531,,1,,,,,,,,,,,,,,,,,
2019,1,3,10,30,80,827,-1.2,0.14,1.2,12.1,1010,N/A,,7719,,1,,,,,,,,,,,,,,,,,
2019,1,3,11,30,84,862,-1.4,0.14,1.2,13.7,1009,N/A,,8621,,1,,,,,,,,,,,,,,,,,
2019,1,3,12,30,84,864,-1.2,0.14,1.2,14.6,1008,N/A,,8524,,1,,,,,,,,,,,,,,,,,
2019,1,3,13,30,82,831,-1.1,0.14,1.3,14.9,1007,N/A,,6565,,1,,,,,,,,,,,,,,,,,
2019,1,3,14,30,73,765,-0.8,0.14,1.2,14.2,1007,N/A,,879,,0,,,,,,,,,,,,,,,,,
2019,1,3,15,30,60,527,1.4,0.14,0.9,13.6,1007,N/A,,7415,,1,,,,,,,,,,,,,,,,,
2019,1,3,16,30,21,88,1.9,0.14,0.7,9.9,1007,N/A,,2308,,0,,,,,,,,,,,,,,,,,
2019,1,3,17,30,0,0,0.1,0.14,0.6,9.1,1007,N/A,,8648,,1,,,,,,,,,,,,,,,,,
2019,1,3,18,30,0,0,0.1,0.14,0.6,8.5,1007,N/A,,8625,,1,,,,,,,,,,,,,,,,,
2019,1,3,19,30,0,0,0.1,0.14,0.7,7.8,1007,N/A,,7667,,1,,,,,,,,,,,,,,,,,
2019,1,3,20,30,0,0,0,0.14,0.9,7.1,1007,N/A,,8148,,1,,,,,,,,,,,,,,,,,
2019,1,3,21,30,0,0,-0.2,0.14,0.9,6.6,1007,N/A,,6275,,1,,,,,,,,,,,,,,,,,
2019,1,3,22,30,0,0,-0.3,0.14,0.9,6.4,1006,N/A,,369,,0,,,,,,,,,,,,,,,,,
2019,1,3,23,30,0,0,-0.3,0.14,0.9,6.3,1006,N/A,,3504,,0,,,,,,,,,,,,,,,,,
2019,1,4,0,30,0,0,-0.2,0.14,1,6,1006,N/A,,7415,,1,,,,,,,,,,,,,,,,,
2019,1,4,1,30,0,0,-0.3,0.14,1,5.8,1005,N/A,,3425,,0,,,,,,,,,,,,,,,,,
2019,1,4,2,30,0,0,-0.4,0.14,1.1,5.6,1005,N/A,,3333,,0,,,,,,,,,,,,,,,,,
2019,1,4,3,30,0,0,-0.5,0.14,1.2,5.2,1004,N/A,,6715,,1,,,,,,,,,,,,,,,,,
2019,1,4,4,30,0,0,-0.6,0.14,1.2,4.6,1004,N/A,,6214,,1,,,,,,,,,,,,,,,,,
2019,1,4,5,30,0,0,-0.5,0.14,1.3,3.9,1004,N/A,,9256,,1,,,,,,,,,,,,,,,,,
2019,1,4,6,30,0,0,-0.4,0.14,1.2,3.6,1004,N/A,,9404,,1,,,,,,,,,,,,,,,,,
2019,1,4,7,30,8,16,-0.1,0.14,1.2,5.4,1004,N/A,,6556,,1,,,,,,,,,,,,,,,,,
2019,1,4,8,30,50,229,2.1,0.14,1.6,9,1005,N/A,,6746,,1,,,,,,,,,,,,,,,,,
2019,1,4,9,30,78,615,2.1,0.14,2.1,12.1,1004,N/A,,68,,0,,,,,,,,,,,,,,,,,
2019,1,4,10,30,135,506,2.2,0.14,2.4,14.8,1004,N/A,,9633,,1,,,,,,,,,,,,,,,,,
2019,1,4,11,30,146,569,1.6,0.14,2.6,16.9,1003,N/A,,7726,,1,,,,,,,,,,,,,,,,,
2019,1,4,12,30,96,780,1.3,0.14,2.6,18,1002,N/A,,5130,,0,,,,,,,,,,,,,,,,,
2019,1,4,13,30,88,810,1,0.14,2.5,18.2,1001,N/A,,4960,,0,,,,,,,,,,,,,,,,,
2019,1,4,14,30,75,766,1.2,0.14,1.9,17.2,1000,N/A,,1748,,0,,,,,,,,,,,,,,,,,
2019,1,4,15,30,60,622,5.1,0.14,1.3,16.3,1000,N/A,,3604,,0,,,,,,,,,,,,,,,,,
2019,1,4,16,30,27,240,3.9,0.15,1.3,11.1,1000,N/A,,8858,,1,,,,,,,,,,,,,,,,,
2019,1,4,17,30,0,0,2.4,0.15,1.3,9.2,1000,N/A,,5032,,0,,,,,,,,,,,,,,,,,
2019,1,4,18,30,0,0,2.6,0.15,1.4,8.2,1000,N/A,,4057,,0,,,,,,,,,,,,,,,,,
2019,1,4,19,30,0,0,3.2,0.15,1.4,7.7,1000,N/A,,8346,,1,,,,,,,,,,,,,,,,,
2019,1,4,20,30,0,0,4.2,0.15,1.3,7.6,1000,N/A,,8620,,1,,,,,,,,,,,,,,,,,
2019,1,4,21,30,0,0,5,0.15,1.3,7.3,1000,N/A,,9369,,1,,,,,,,,,,,,,,,,,
2019,1,4,22,30,0,0,5.5,0.15,1.3,6.8,999,N/A,,9009,,1,,,,,,,,,,,,,,,,,
2019,1,4,23,30,0,0,5.9,0.15,1.3,6.3,999,N/A,,8628,,1,,,,,,,,,,,,,,,,,
2019,1,5,0,30,0,0,6,0.15,1.3,6,998,N/A,,8184,,1,,,,,,,,,,,,,,,,,
2019,1,5,1,30,0,0,5.9,0.15,1.3,5.9,998,N/A,,7832,,1,,,,,,,,,,,,,,,,,
2019,1,5,2,30,0,0,6,0.15,1.3,6,998,N/A,,9158,,1,,,,,,,,,,,,,,,,,
2019,1,5,3,30,0,0,6.1,0.15,1.3,6.1,998,N/A,,2267,,0,,,,,,,,,,,,,,,,,
2019,1,5,4,30,0,0,6.2,0.15,1.5,6.2,998,N/A,,1562,,0,,,,,,,,,,,,,,,,,
2019,1,5,5,30,0,0,6.4,0.15,1.9,6.4,998,N/A,,8595,,1,,,,,,,,,,,,,,,,,
2019,1,5,6,30,0,0,6.3,0.15,2.8,7.1,998,N/A,,6651,,1,,,,,,,,,,,,,,,,,
2019,1,5,7,30,11,16,6.2,0.15,4.1,8.6,998,N/A,,8256,,1,,,,,,,,,,,,,,,,,
2019,1,5,8,30,74,34,6.4,0.15,5,10.4,998,N/A,,8547,,1,,,,,,,,,,,,,,,,,
2019,1,5,9,30,129,127,6.7,0.15,5.7,12,997,N/A,,9321,,1,,,,,,,,,,,,,,,,,
2019,1,5,10,30,61,2,7.3,0.15,6.4,13.4,997,N/A,,888,,0,,,,,,,,,,,,,,,,,
2019,1,5,11,30,33,0,7.4,0.15,6.5,14.3,996,N/A,,9620,,1,,,,,,,,,,,,,,,,,
2019,1,5,12,30,72,0,7.4,0.15,6.2,14.3,996,N/A,,7762,,1,,,,,,,,,,,,,,,,,
2019,1,5,13,30,45,0,7.8,0.15,5.6,13.7,996,N/A,,826,,0,,,,,,,,,,,,,,,,,
2019,1,5,14,30,37,0,8.4,0.15,4.8,13,996,N/A,,8852,,1,,,,,,,,,,,,,,,,,
2019,1,5,15,30,33,0,8.9,0.15,4.3,12.6,996,N/A,,9492,,1,,,,,,,,,,,,,,,,,
2019,1,5,16,30,11,0,8.9,0.16,3.3,10.6,997,N/A,,8434,,1,,,,,,,,,,,,,,,,,
2019,1,5,17,30,0,0,8.6,0.16,3.1,9.9,998,N/A,,9981,,1,,,,,,,,,,,,,,,,,
2019,1,5,18,30,0,0,8.6,0.16,2.9,9.7,999,N/A,,1957,,0,,,,,,,,,,,,,,,,,
2019,1,5,19,30,0,0,8.5,0.16,2.6,9.4,999,N/A,,3301,,0,,,,,,,,,,,,,,,,,
2019,1,5,20,30,0,0,8.3,0.16,2.3,9.2,999,N/A,,4271,,0,,,,,,,,,,,,,,,,,
2019,1,5,21,30,0,0,8.2,0.16,2,8.9,1000,N/A,,2769,,0,,,,,,,,,,,,,,,,,
2019,1,5,22,30,0,0,7.9,0.16,1.6,8.4,1000,N/A,,9913,,1,,,,,,,,,,,,,,,,,
2019,1,5,23,30,0,0,7.5,0.16,1.3,7.7,1000,N/A,,10231,,1,,,,,,,,,,,,,,,,,
2019,1,6,0,30,0,0,6.9,0.16,1.1,6.9,1001,N/A,,7891,,1,,,,,,,,,,,,,,,,,
2019,1,6,1,30,0,0,6.3,0.16,1.1,6.3,1001,N/A,,9221,,1,,,,,,,,,,,,,,,,,
2019,1,6,2,30,0,0,5.8,0.16,1.1,5.8,1001,N/A,,9029,,1,,,,,,,,,,,,,,,,,
2019,1,6,3,30,0,0,5.4,0.16,1.1,5.4,1002,N/A,,7644,,1,,,,,,,,,,,,,,,,,
2019,1,6,4,30,0,0,5.2,0.16,1.1,5.2,1002,N/A,,7483,,1,,,,,,,,,,,,,,,,,
2019,1,6,5,30,0,0,5,0.16,1.2,5.2,1002,N/A,,7404,,1,,,,,,,,,,,,,,,,,
2019,1,6,6,30,0,0,5.1,0.16,1.5,5.8,1002,N/A,,10040,,1,,,,,,,,,,,,,,,,,
2019,1,6,7,30,9,20,5.5,0.16,2.3,7.1,1003,N/A,,10212,,1,,,,,,,,,,,,,,,,,
2019,1,6,8,30,40,46,6.5,0.16,3.3,8.4,1003,N/A,,10394,,1,,,,,,,,,,,,,,,,,
2019,1,6,9,30,124,73,7.1,0.16,3.8,9.2,1003,N/A,,10029,,1,,,,,,,,,,,,,,,,,
2019,1,6,10,30,163,31,7.7,0.16,4.4,9.9,1003,N/A,,9805,,1,,,,,,,,,,,,,,,,,
2019,1,6,11,30,120,1,7.9,0.16,5.2,10.6,1002,N/A,,9609,,1,,,,,,,,,,,,,,,,,
2019,1,6,12,30,125,4,7.8,0.16,5.7,11,1001,N/A,,1661,,0,,,,,,,,,,,,,,,,,
2019,1,6,13,30,97,0,7.6,0.16,5.7,10.9,1001,N/A,,6407,,1,,,,,,,,,,,,,,,,,
2019,1,6,14,30,28,0,7.7,0.16,5.9,10.6,1000,N/A,,9592,,1,,,,,,,,,,,,,,,,,
2019,1,6,15,30,10,0,7.7,0.16,6,10.5,1000,N/A,,10194,,1,,,,,,,,,,,,,,,,,
2019,1,6,16,30,5,0,7.7,0.12,5.8,10,1000,N/A,,8740,,1,,,,,,,,,,,,,,,,,
2019,1,6,17,30,0,0,7.9,0.12,5.7,10,1000,N/A,,9415,,1,,,,,,,,,,,,,,,,,
2019,1,6,18,30,0,0,8.3,0.12,5.6,10.3,1000,N/A,,6974,,1,,,,,,,,,,,,,,,,,
2019,1,6,19,30,0,0,8.9,0.12,5.4,10.7,1001,N/A,,1574,,0,,,,,,,,,,,,,,,,,
2019,1,6,20,30,0,0,9.4,0.12,5,11,1001,N/A,,8114,,1,,,,,,,,,,,,,,,,,
2019,1,6,21,30,0,0,9.8,0.12,4.7,11.2,1001,N/A,,10078,,1,,,,,,,,,,,,,,,,,
2019,1,6,22,30,0,0,10,0.12,4.1,11.3,1002,N/A,,1877,,0,,,,,,,,,,,,,,,,,
2019,1,6,23,30,0,0,10.2,0.12,3.3,11.1,1002,N/A,,9520,,1,,,,,,,,,,,,,,,,,
2019,1,7,0,30,0,0,10.1,0.12,2.5,10.5,1003,N/A,,9993,,1,,,,,,,,,,,,,,,,,
2019,1,7,1,30,0,0,9.9,0.12,2.1,10,1003,N/A,,7748,,1,,,,,,,,,,,,,,,,,
2019,1,7,2,30,0,0,9.7,0.12,1.7,9.7,1004,N/A,,4158,,0,,,,,,,,,,,,,,,,,
2019,1,7,3,30,0,0,9.5,0.12,1.2,9.5,1004,N/A,,6373,,1,,,,,,,,,,,,,,,,,
2019,1,7,4,30,0,0,9.2,0.12,1,9.2,1005,N/A,,9497,,1,,,,,,,,,,,,,,,,,
2019,1,7,5,30,0,0,8.9,0.12,0.8,8.9,1006,N/A,,10002,,1,,,,,,,,,,,,,,,,,
2019,1,7,6,30,0,0,8.8,0.12,0.8,9,1007,N/A,,10252,,1,,,,,,,,,,,,,,,,,
2019,1,7,7,30,10,10,9,0.12,1.2,10.2,1008,N/A,,10322,,1,,,,,,,,,,,,,,,,,
2019,1,7,8,30,69,54,10,0.12,2.3,11.9,1008,N/A,,10741,,1,,,,,,,,,,,,,,,,,
2019,1,7,9,30,125,313,10.5,0.12,3.3,13.3,1009,N/A,,8521,,1,,,,,,,,,,,,,,,,,
2019,1,7,10,30,151,440,10.6,0.12,3.9,14.6,1009,N/A,,9723,,1,,,,,,,,,,,,,,,,,
2019,1,7,11,30,214,198,10.4,0.12,4.1,15.6,1008,N/A,,8844,,1,,,,,,,,,,,,,,,,,
2019,1,7,12,30,155,508,10.2,0.12,4.2,16.3,1007,N/A,,8453,,1,,,,,,,,,,,,,,,,,
2019,1,7,13,30,194,126,9.9,0.12,4,16.5,1007,N/A,,8713,,1,,,,,,,,,,,,,,,,,
2019,1,7,14,30,141,172,9.8,0.12,3.3,16.2,1008,N/A,,7898,,1,,,,,,,,,,,,,,,,,
2019,1,7,15,30,88,81,10.1,0.12,2.9,15.8,1008,N/A,,9525,,1,,,,,,,,,,,,,,,,,
2019,1,7,16,30,25,7,10.2,0.12,1.5,12,1008,N/A,,10244,,1,,,,,,,,,,,,,,,,,
2019,1,7,17,30,0,0,9.4,0.12,1.6,10.7,1008,N/A,,10537,,1,,,,,,,,,,,,,,,,,
2019,1,7,18,30,0,0,9.2,0.12,1.6,10.3,1008,N/A,,10598,,1,,,,,,,,,,,,,,,,,
2019,1,7,19,30,0,0,8.9,0.12,1.4,10.3,1008,N/A,,9377,,1,,,,,,,,,,,,,,,,,
2019,1,7,20,30,0,0,8.5,0.12,1.3,10.4,1008,N/A,,10130,,1,,,,,,,,,,,,,,,,,
2019,1,7,21,30,0,0,8.4,0.12,1.2,10.6,1007,N/A,,10333,,1,,,,,,,,,,,,,,,,,
2019,1,7,22,30,0,0,8.6,0.12,1.2,10.6,1007,N/A,,9517,,1,,,,,,,,,,,,,,,,,
2019,1,7,23,30,0,0,8.9,0.12,1.3,10.6,1007,N/A,,10988,,1,,,,,,,,,,,,,,,,,
2019,1,8,0,30,0,0,9.3,0.12,1.4,10.7,1007,N/A,,11219,,1,,,,,,,,,,,,,,,,,
2019,1,8,1,30,0,0,9.6,0.12,1.4,10.7,1006,N/A,,10843,,1,,,,,,,,,,,,,,,,,
2019,1,8,2,30,0,0,9.8,0.12,1.4,10.6,1006,N/A,,10904,,1,,,,,,,,,,,,,,,,,
2019,1,8,3,30,0,0,9.7,0.12,1.4,10.5,1005,N/A,,11059,,1,,,,,,,,,,,,,,,,,
2019,1,8,4,30,0,0,9.6,0.12,1.3,10.3,1005,N/A,,10751,,1,,,,,,,,,,,,,,,,,
2019,1,8,5,30,0,0,9.6,0.12,1.2,10.1,1005,N/A,,11451,,1,,,,,,,,,,,,,,,,,
2019,1,8,6,30,0,0,9.6,0.12,1.2,10.2,1006,N/A,,10790,,1,,,,,,,,,,,,,,,,,
2019,1,8,7,30,14,23,9.8,0.12,1.2,11,1006,N/A,,10708,,1,,,,,,,,,,,,,,,,,
2019,1,8,8,30,78,140,10.4,0.12,1.8,12.5,1007,N/A,,10981,,1,,,,,,,,,,,,,,,,,
2019,1,8,9,30,124,345,10.9,0.12,2.5,14,1007,N/A,,10809,,1,,,,,,,,,,,,,,,,,
2019,1,8,10,30,168,357,11,0.12,3.2,15.7,1007,N/A,,10844,,1,,,,,,,,,,,,,,,,,
2019,1,8,11,30,197,383,10.9,0.12,3.7,17.5,1005,N/A,,10356,,1,,,,,,,,,,,,,,,,,
2019,1,8,12,30,217,295,10.4,0.12,4,18.6,1004,N/A,,6559,,1,,,,,,,,,,,,,,,,,
2019,1,8,13,30,206,162,10,0.12,3.9,18.7,1003,N/A,,10285,,1,,,,,,,,,,,,,,,,,
2019,1,8,14,30,151,261,10,0.12,3.1,17.8,1003,N/A,,10295,,1,,,,,,,,,,,,,,,,,
2019,1,8,15,30,77,0,10.9,0.12,2.5,17.1,1003,N/A,,10320,,1,,,,,,,,,,,,,,,,,
2019,1,8,16,30,23,0,10.9,0.12,1.9,14.2,1002,N/A,,10650,,1,,,,,,,,,,,,,,,,,
2019,1,8,17,30,0,0,10.3,0.12,2.2,13.4,1002,N/A,,10367,,1,,,,,,,,,,,,,,,,,
2019,1,8,18,30,0,0,10.1,0.12,2.6,13.1,1002,N/A,,10916,,1,,,,,,,,,,,,,,,,,
2019,1,8,19,30,0,0,9.9,0.12,2.6,12.6,1002,N/A,,10303,,1,,,,,,,,,,,,,,,,,
2019,1,8,20,30,0,0,10,0.12,2.4,11.9,1003,N/A,,11498,,1,,,,,,,,,,,,,,,,,
2019,1,8,21,30,0,0,10.2,0.12,2.1,11.3,1003,N/A,,11595,,1,,,,,,,,,,,,,,,,,
2019,1,8,22,30,0,0,10.3,0.12,1.9,11.1,1003,N/A,,11055,,1,,,,,,,,,,,,,,,,,
2019,1,8,23,30,0,0,10.4,0.12,2,11.2,1003,N/A,,9843,,1,,,,,,,,,,,,,,,,,
2019,1,9,0,30,0,0,10.5,0.12,2.2,11.5,1004,N/A,,10260,,1,,,,,,,,,,,,,,,,,
2019,1,9,1,30,0,0,10.4,0.12,2.3,11.6,1004,N/A,,10449,,1,,,,,,,,,,,,,,,,,
2019,1,9,2,30,0,0,10.3,0.12,2.4,11.6,1004,N/A,,9294,,1,,,,,,,,,,,,,,,,,
2019,1,9,3,30,0,0,10.1,0.12,2.6,11.7,1004,N/A,,9911,,1,,,,,,,,,,,,,,,,,
2019,1,9,4,30,0,0,10.2,0.12,2.8,11.8,1005,N/A,,1630,,0,,,,,,,,,,,,,,,,,
2019,1,9,5,30,0,0,10.3,0.12,2.8,11.9,1005,N/A,,9513,,1,,,,,,,,,,,,,,,,,
2019,1,9,6,30,0,0,10.4,0.12,2.9,12,1006,N/A,,10572,,1,,,,,,,,,,,,,,,,,
2019,1,9,7,30,8,10,10.5,0.12,3,12.2,1007,N/A,,11065,,1,,,,,,,,,,,,,,,,,
2019,1,9,8,30,41,0,10.8,0.12,3.1,12.9,1007,N/A,,9227,,1,,,,,,,,,,,,,,,,,
2019,1,9,9,30,135,200,11,0.12,3.1,13.6,1008,N/A,,9823,,1,,,,,,,,,,,,,,,,,
2019,1,9,10,30,195,166,11.2,0.12,2.9,14.3,1008,N/A,,10224,,1,,,,,,,,,,,,,,,,,
2019,1,9,11,30,148,34,11.3,0.12,2.6,14.9,1007,N/A,,10766,,1,,,,,,,,,,,,,,,,,
2019,1,9,12,30,88,0,11.2,0.12,2.3,15.4,1007,N/A,,10396,,1,,,,,,,,,,,,,,,,,
2019,1,9,13,30,89,0,11.1,0.12,1.7,15.4,1006,N/A,,11195,,1,,,,,,,,,,,,,,,,,
2019,1,9,14,30,55,0,11.1,0.12,1.3,14.9,1006,N/A,,11081,,1,,,,,,,,,,,,,,,,,
2019,1,9,15,30,47,2,11.5,0.12,1.2,14.6,1006,N/A,,10931,,1,,,,,,,,,,,,,,,,,
2019,1,9,16,30,18,0,11.1,0.12,1.2,12.9,1007,N/A,,10899,,1,,,,,,,,,,,,,,,,,
2019,1,9,17,30,0,0,10.5,0.12,1.1,12.1,1008,N/A,,2815,,0,,,,,,,,,,,,,,,,,
2019,1,9,18,30,0,0,10.2,0.12,1.1,11.6,1008,N/A,,8540,,1,,,,,,,,,,,,,,,,,
2019,1,9,19,30,0,0,9.9,0.12,1.1,11.1,1008,N/A,,10902,,1,,,,,,,,,,,,,,,,,
2019,1,9,20,30,0,0,9.6,0.12,1.1,10.7,1009,N/A,,10730,,1,,,,,,,,,,,,,,,,,
2019,1,9,21,30,0,0,9.5,0.12,1,10.5,1009,N/A,,11001,,1,,,,,,,,,,,,,,,,,
2019,1,9,22,30,0,0,9.4,0.12,0.7,10.5,1008,N/A,,11060,,1,,,,,,,,,,,,,,,,,
2019,1,9,23,30,0,0,9.3,0.12,0.6,10.4,1008,N/A,,10900,,1,,,,,,,,,,,,,,,,,
2019,1,10,0,30,0,0,9.2,0.12,0.5,10.3,1008,N/A,,11151,,1,,,,,,,,,,,,,,,,,
2019,1,10,1,30,0,0,9,0.12,0.6,10,1008,N/A,,10560,,1,,,,,,,,,,,,,,,,,
2019,1,10,2,30,0,0,8.7,0.12,0.7,9.7,1008,N/A,,9925,,1,,,,,,,,,,,,,,,,,
2019,1,10,3,30,0,0,8.6,0.12,0.7,9.7,1008,N/A,,10175,,1,,,,,,,,,,,,,,,,,
2019,1,10,4,30,0,0,8.4,0.12,0.7,9.7,1008,N/A,,9500,,1,,,,,,,,,,,,,,,,,
2019,1,10,5,30,0,0,8.1,0.12,0.8,9.4,1008,N/A,,10109,,1,,,,,,,,,,,,,,,,,
2019,1,10,6,30,0,0,7.9,0.12,0.7,9.2,1008,N/A,,10331,,1,,,,,,,,,,,,,,,,,
